OBJECTID;estacion;Nom_Est;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Porc_datos;Celda_XY;Cont_celda;Depto;Mpio;AH;ZSZH;x;y;NombrEst;NOMBRE_VER;SUBREGION
12184;12010130;CHIGORODO;59;59;56;90;4;73;88;81;30;10;12;69;84;62;39;45;72;96;36;25;20;67;9;50;79;23;100;29;8;62;78;25;59;9;2;92;29;11;25;35;18;88;14;57;60;38;89;82;98;65;92;14;3;(8-3);18;Antioquia;Chigorodó;Caribe;LitoralRíoLeón;4591858,351000;2410609,129000;CHIGORODO [12010130];CHIRIDO;URABA
18255;12010140;RIOGRANDE;80;21;91;40;98;23;3;45;43;29;52;36;46;89;54;70;33;44;61;13;83;36;67;90;100;86;82;92;16;13;25;94;93;63;38;49;22;51;66;71;74;50;93;5;1;75;4;18;38;4;54;21;8;(8-3);18;Antioquia;Turbo;Caribe;LitoralRíoLeón;4599445,042000;2436381,057000;RIOGRANDE [12010140];COMUNAL LA SUERTE;URABA
23718;12010150;VILLAARTEAGA;19;40;26;57;10;90;69;85;50;51;7;84;90;90;50;64;97;71;80;6;22;90;88;6;20;36;29;56;97;76;53;62;59;55;79;70;87;26;69;9;38;86;56;95;42;41;35;85;3;92;85;72;0;(7-4);3;Antioquia;Mutatá;Caribe;LitoralRíoLeón;4600832,093000;2382850,433000;VILLA ARTEAGA [12010150];MONTERIA LEON;URABA
22001;12010160;SANJOSEAPARTADO;98;80;93;74;88;68;20;98;0;100;97;19;10;97;17;84;11;27;14;58;98;40;37;60;57;43;79;70;63;0;61;97;91;3;20;73;42;90;32;59;5;43;33;66;76;73;83;85;75;54;95;34;24;(8-4);15;Antioquia;Apartadó;Caribe;LitoralRíoLeón;4603060,739000;2428967,730000;SAN JOSE APARTADO [12010160];VEREDA SALSIPUEDES;URABA
11665;12010170;NUEVOORIENTE;90;28;88;10;37;3;83;87;52;43;21;49;88;25;18;34;74;30;41;74;24;90;83;59;92;68;33;0;13;6;10;23;53;13;22;35;63;71;47;66;81;96;96;90;66;58;43;25;37;18;76;59;41;(7-3);4;Antioquia;Turbo;Caribe;DariénDirectosBajoAtratoentreRíoSucioydesembocadura;4592786,267000;2384061,306000;NUEVO ORIENTE [12010170];NUEVA ESPERANZA;URABA
18309;12010180;CHOROMANDOHACIENDA;37;16;50;60;39;82;25;68;95;29;42;38;37;81;54;88;51;79;19;72;5;94;37;21;18;16;14;36;77;30;31;54;77;85;74;17;57;6;97;3;16;12;36;11;57;79;43;76;92;59;11;54;24;(8-4);15;Antioquia;Turbo;Caribe;LitoralRíoLeón;4604980,249000;2438178,295000;CHOROMANDO HACIENDA [12010180];AGUAS FRIAS;URABA
23105;12015010;VILLARTEAGA;65;86;49;59;7;20;88;75;41;93;69;72;16;55;32;22;5;45;13;25;55;21;74;10;52;95;35;14;55;85;78;94;7;88;10;7;93;34;27;14;47;37;88;53;96;72;93;12;35;95;90;32;64;(7-4);3;Antioquia;Mutatá;Caribe;LitoralRíoLeón;4615168,157000;2369966,450000;VILLARTEAGA [12015010];CAUCHERAS;URABA
21774;12015020;UNIBAN;4;25;99;21;43;59;10;77;93;6;86;35;9;21;62;89;58;34;41;90;29;99;48;68;14;89;1;98;71;47;13;56;25;8;79;28;48;50;41;81;9;99;5;16;59;27;13;36;30;59;53;68;83;(8-3);18;Antioquia;Apartadó;Caribe;LitoralRíoLeón;4597353,990000;2424504,866000;UNIBAN [12015020];VEREDA ZUNGO CARRETERA;URABA
11010;12015030;IdemaMontecrisanto;24;33;56;42;98;94;46;39;32;25;52;39;72;63;26;66;80;12;76;79;19;11;5;34;82;52;52;32;48;12;92;56;61;0;45;95;14;90;54;7;34;51;17;94;20;64;76;72;97;70;92;90;14;(8-3);18;Antioquia;Chigorodó;Caribe;LitoralRíoLeón;4593651,694000;2405056,831000;IDEMA-MONTECRISANTO [12015030];CHAMPITAS;URABA
18333;12015040;NEGRALA1;88;49;50;63;36;35;56;68;71;90;73;71;93;12;89;30;96;16;15;38;73;13;70;55;50;73;45;69;65;76;41;48;27;8;93;49;89;55;30;57;97;40;80;97;50;29;10;98;14;91;70;10;1;(8-3);18;Antioquia;Turbo;Caribe;LitoralRíoLeón;4593941,920000;2438275,241000;NEGRA LA 1 [12015040];COMUNAL SAN JORGE;URABA
21725;12015050;RIOGRANDE;36;52;1;35;71;94;77;30;74;25;93;6;32;6;34;34;49;50;46;59;64;53;5;73;89;75;8;23;16;31;84;25;39;46;42;61;74;91;80;10;79;18;34;88;28;3;74;47;43;53;23;59;19;(8-3);18;Antioquia;Turbo;Caribe;LitoralRíoLeón;4599428,886000;2434535,684000;RIOGRANDE [12015050];VEREDA BAJO DEL OSO;URABA
11053;12015060;TulenapaAut;86;14;91;84;33;30;14;24;24;64;47;58;67;27;97;72;64;66;9;22;12;3;6;27;40;47;6;29;52;72;46;62;55;17;8;8;29;96;52;35;41;54;36;51;64;58;98;41;91;4;75;41;58;(8-3);18;Antioquia;Carepa;Caribe;LitoralRíoLeón;4595712,072000;2418764,053000;TULENAPA - AUT [12015060];CASA VERDE;URABA
11039;12015070;AEROPUERTOLOSCEDROS;64;53;19;32;28;78;61;48;91;31;10;98;78;17;86;27;12;17;57;3;30;70;10;90;33;83;70;66;16;47;98;91;5;32;28;48;45;45;88;27;68;72;50;1;65;21;75;7;30;25;24;20;72;(8-3);18;Antioquia;Carepa;Caribe;LitoralRíoLeón;4589995,423000;2423514,277000;AEROPUERTO LOS CEDROS [12015070];ZARABANA;URABA
12183;12015080;CERRAZONLA;78;31;86;72;95;91;64;10;82;94;35;3;25;21;20;68;4;74;23;43;93;60;74;78;84;7;0;0;0;87;79;52;55;49;64;76;80;86;63;5;2;35;89;21;34;35;28;44;11;62;75;68;12;(8-4);15;Antioquia;Chigorodó;Caribe;LitoralRíoLeón;4601078,377000;2412375,606000;CERRAZON LA [12015080];RIPEA;URABA
12211;12015090;PALMERALA;2;72;21;14;15;100;11;62;29;58;24;44;55;88;78;57;97;95;88;92;98;9;38;4;46;91;68;67;59;72;53;91;94;100;39;96;15;49;2;72;22;39;51;33;99;36;80;92;76;98;82;82;69;(7-4);3;Antioquia;Chigorodó;Caribe;LitoralRíoLeón;4602140,373000;2392620,458000;PALMERA LA [12015090];GUAPARRIBA;URABA
17956;12020010;PUEBLOBELLO;18;22;15;66;39;62;48;48;68;88;91;93;86;22;2;4;48;72;42;27;50;50;30;71;45;68;1;58;6;3;2;53;83;62;5;35;73;0;71;59;66;87;55;83;89;63;42;86;14;8;6;60;95;(9-4);2;Antioquia;Turbo;Caribe;LitoralRíoMulatosyotrosdirectosalCaribe;4612209,740000;2465795,396000;PUEBLO BELLO [12020010];MONO MACHO;URABA
17999;12020040;NUEVAANTIOQUIA;69;85;52;15;49;87;9;69;32;90;15;8;37;48;18;31;50;38;66;62;49;68;69;21;89;40;6;20;43;53;43;24;64;77;71;74;77;64;19;96;2;76;32;45;3;46;19;50;63;59;45;53;17;(8-4);15;Antioquia;Turbo;Caribe;LitoralRíoMulatosyotrosdirectosalCaribe;4608755,024000;2449217,865000;NUEVA ANTIOQUIA [12020040];BOCA LIMON;URABA
18152;12020170;PLAYONALA;22;91;33;94;100;49;19;18;39;25;69;58;49;57;43;12;76;82;82;25;99;21;5;33;60;61;62;45;68;3;84;87;100;54;33;9;15;40;94;64;27;57;84;26;67;82;34;13;43;21;76;74;12;(9-3);7;Antioquia;Turbo;Caribe;LitoralRíoMulatosyotrosdirectosalCaribe;4597852,769000;2464078,429000;PLAYONA LA [12020170];EL CAHUAL;URABA
18097;12025010;AEROPUERTOGONZALO;62;53;82;22;63;29;54;88;63;80;46;12;15;93;33;15;2;45;18;34;29;42;7;49;14;71;98;7;17;13;0;23;90;32;45;40;31;48;60;78;43;100;47;80;2;98;11;87;20;20;30;40;26;(9-3);7;Antioquia;Turbo;Caribe;LitoralRíoMulatosyotrosdirectosalCaribe;4588590,607000;2456780,524000;AEROPUERTO GONZALO [12025010];BOCAS DEL RIO TURBO;URABA
19265;12025020;CARIBIA;23;17;21;0;84;85;20;80;28;97;97;66;79;49;50;10;80;19;73;53;82;31;1;99;30;82;60;55;38;36;21;78;58;71;64;54;81;10;87;94;35;20;25;1;20;37;53;44;60;13;93;69;13;(9-3);7;Antioquia;Necoclí;Caribe;LitoralRíoMulatosyotrosdirectosalCaribe;4594502,805000;2499176,393000;CARIBIA [12025020];CARIBIA;URABA
19266;12025030;ElMellito;87;84;88;40;30;33;100;42;45;31;74;14;57;83;87;67;73;12;38;11;44;9;36;76;42;59;38;91;79;75;88;71;94;24;15;16;11;24;38;27;71;14;55;67;77;74;60;95;68;92;13;74;62;(10-3);1;Antioquia;Necoclí;Caribe;LitoralRíoMulatosyotrosdirectosalCaribe;4595647,041000;2503890,391000;MELLITO EL [12025030];EL MELLITO ALTO;URABA
0;12025040;TurboAut;31;38;38;31;71;54;78;64;47;97;0;81;23;76;26;18;20;100;12;80;66;50;99;58;83;99;78;57;74;22;32;93;62;99;38;31;47;87;31;58;91;56;4;85;72;4;81;44;11;27;20;91;45;(9-3);7;Antioquia;Turbo;Caribe;Litoral;4590441,329000;2454010,336000;TURBO - AUT [12025040];;URABA
0;12030010;SanJuandeUrabá;97;58;0;81;7;62;13;85;13;41;79;31;11;54;40;56;83;63;66;16;59;15;6;9;33;13;56;97;38;72;43;55;51;50;96;86;90;69;66;36;85;18;7;48;35;31;30;30;66;79;26;25;92;(10-4);5;Antioquia;SanJuanDeUrabá;Caribe;LitoralRíoMulatosyotrosdirectosalCaribe;4611329,203000;2527278,436000;SAN JUAN DE URABA [12030010];;URABA
21937;12030020;ElCarmelo;71;21;31;9;2;15;65;48;34;58;15;72;74;77;79;5;34;14;20;22;51;36;60;19;36;76;92;59;88;67;94;100;2;33;70;49;25;18;58;24;39;68;49;74;42;82;11;52;6;36;76;69;90;(10-4);5;Antioquia;Arboletes;Caribe;LitoralRíoSanJuan;4628052,479000;2512154,875000;CARMELO EL [12030020];EL CARMELO;URABA
12942;12040010;JARAMAGAL;48;29;56;72;38;81;32;85;88;68;8;72;47;28;33;58;27;40;83;37;87;53;96;84;77;27;61;13;94;7;29;15;52;22;32;76;16;57;62;50;94;45;15;65;96;31;80;93;96;74;23;19;88;(10-4);5;Córdoba;PuertoEscondido;Caribe;LitoralRioCanaleteyotrosArroyosDirectosalCaribe;4645852,356000;2543085,790000;JARAMAGAL [12040010];LA Caña DE CANALETE;
29336;12040020;CANALETE;28;69;93;52;0;70;84;32;92;18;51;34;79;17;74;50;63;3;71;88;88;95;20;30;16;20;97;63;56;45;36;51;68;70;76;54;83;97;28;77;96;35;25;18;30;88;27;43;22;40;6;86;95;(10-4);5;Córdoba;Canalete;Caribe;LitoralRioCanaleteyotrosArroyosDirectosalCaribe;4644122,363000;2530494,565000;CANALETE [12040020];SIN DEFINIR;
0;12045010;ARBOLETES;92;19;97;100;66;9;49;15;55;81;87;98;53;81;21;0;2;21;11;54;20;60;23;67;79;32;61;54;81;85;0;87;87;9;42;3;46;12;14;43;43;87;26;61;44;44;67;53;63;77;70;6;84;(10-4);5;Antioquia;Arboletes;Caribe;LitoralRioCanaleteyotrosArroyosDirectosalCaribe;4622558,565000;2537329,138000;ARBOLETES [12045010];;URABA
13029;12045020;CristoReyAut;55;32;53;39;23;72;63;15;90;86;35;15;1;72;88;58;41;60;74;28;98;69;65;14;48;84;24;91;47;77;40;7;7;78;4;54;48;63;64;59;70;58;34;100;67;65;98;88;14;4;20;74;86;(11-4);1;Córdoba;PuertoEscondido;Caribe;LitoralRioCanaleteyotrosArroyosDirectosalCaribe;4645620,734000;2561935,713000;CRISTO REY - AUT [12045020];CRISTO REY;
25188;13010010;MOLINILLO;70;54;75;3;71;45;2;39;5;48;61;34;68;49;66;79;61;73;78;82;47;58;28;3;14;50;29;46;12;41;81;58;71;81;40;9;84;94;83;11;29;79;98;0;17;28;38;98;20;43;70;40;14;(8-5);2;Córdoba;Tierralta;Caribe;AltoSinúUrrá;4663618,569000;2408197,683000;MOLINILLO [13010010];EL PARAISO (PNN);
24575;13010020;TUCURA;32;90;25;43;29;52;51;64;87;73;70;69;9;87;93;82;51;9;41;31;100;69;52;49;49;45;92;82;61;3;44;21;11;79;49;88;64;28;11;52;95;18;61;1;81;31;59;79;45;24;39;92;7;(8-4);15;Córdoba;Tierralta;Caribe;AltoSinúUrrá;4639912,862000;2436044,321000;TUCURA [13010020];JAMAICA;
25188;13010040;FLECHALA;50;24;70;68;10;77;80;73;22;26;19;32;27;22;26;59;50;43;57;85;52;4;69;100;85;7;4;60;39;83;25;45;18;41;38;51;56;96;65;14;19;97;35;83;58;78;99;96;7;92;75;54;14;(8-5);2;Córdoba;Tierralta;Caribe;AltoSinúUrrá;4672779,199000;2402600,573000;FLECHA LA [13010040];EL PARAISO (PNN);
24043;13015010;URRA2;8;13;84;30;90;25;23;8;86;18;40;63;26;94;46;90;66;72;5;75;89;21;98;19;43;28;29;26;79;46;61;41;55;69;79;83;32;73;86;96;86;89;3;18;99;40;89;58;72;12;55;19;10;(8-4);15;Córdoba;Tierralta;Caribe;AltoSinúUrrá;4647100,395000;2413852,223000;URRA 2 [13015010];RESG. ALTO SINU, ESMERALDA CRUZ GRANDE E IWAGA;
24076;13015020;TUCURA;25;30;46;27;24;78;44;87;28;57;97;2;80;97;83;26;16;6;10;24;67;46;39;39;82;69;79;62;59;97;87;18;77;77;12;97;99;39;80;36;21;44;54;5;76;36;57;93;29;79;75;86;7;(8-4);15;Córdoba;Tierralta;Caribe;AltoSinúUrrá;4641780,932000;2439719,184000;TUCURA [13015020];REPRESA DE URRA;
24076;13015030;CAMPOBELLO;61;82;67;77;88;61;10;16;80;19;1;24;44;19;88;0;57;70;50;91;59;59;1;81;30;78;100;22;80;46;2;9;0;16;42;12;41;41;44;57;52;40;57;60;12;83;98;85;93;29;23;23;36;(8-4);15;Córdoba;Tierralta;Caribe;AltoSinúUrrá;4643634,306000;2441549,376000;CAMPO BELLO [13015030];REPRESA DE URRA;
24360;13015040;REPRESAURRA;92;20;78;43;15;8;61;78;58;21;64;65;33;73;54;67;23;51;91;94;84;37;3;44;6;13;62;36;46;33;34;48;54;50;48;33;3;66;71;73;16;6;22;14;91;33;32;27;13;36;72;52;31;(8-4);15;Córdoba;Tierralta;Caribe;MedioSinú;4647001,365000;2444935,757000;REPRESA URRA [13015040];ANGOSTURA;
24135;13020020;CIELOEL;31;22;42;64;61;45;54;41;85;85;77;72;85;27;2;21;97;41;26;43;21;26;67;96;52;64;61;84;89;54;71;37;3;4;84;23;5;11;21;27;41;23;36;77;17;83;39;64;76;86;0;57;42;(8-4);15;Córdoba;Tierralta;Caribe;AltoSinúUrrá;4623344,479000;2434332,768000;CIELO EL [13020020];NAIN;
24128;13020040;SAIZA;58;62;78;45;98;9;80;96;89;40;2;35;48;18;44;57;34;77;44;83;75;68;20;38;14;0;75;10;70;17;88;1;42;86;35;31;4;75;11;81;44;50;100;40;82;84;68;16;10;9;7;93;19;(8-4);15;Córdoba;Tierralta;Caribe;AltoSinúUrrá;4615788,042000;2410407,871000;SAIZA [13020040];LA ESTRELLA;
24043;13025020;ESMERALDALA;21;12;25;100;49;19;15;39;24;55;18;71;38;52;95;59;80;82;1;98;91;4;98;0;28;21;9;5;18;46;39;68;8;51;62;81;58;64;3;89;95;99;81;19;48;13;30;97;60;47;43;56;2;(8-4);15;Córdoba;Tierralta;Caribe;AltoSinúUrrá;4641665,755000;2424961,955000;ESMERALDA LA [13025020];RESG. ALTO SINU, ESMERALDA CRUZ GRANDE E IWAGA;
24135;13025030;DESPENSALA;88;80;20;62;42;31;79;60;89;56;70;9;93;82;14;72;42;31;37;13;40;69;36;29;22;49;49;72;58;53;88;95;71;100;80;2;8;11;68;82;52;37;35;70;36;51;52;61;8;42;91;0;47;(8-4);15;Córdoba;Tierralta;Caribe;AltoSinúUrrá;4636190,680000;2430539,216000;DESPENSA LA [13025030];NAIN;
24406;13030010;TIERRALTA;94;27;98;97;93;80;74;9;20;96;65;76;42;45;35;80;29;73;59;56;89;40;53;95;61;100;56;93;90;89;39;70;22;1;42;32;28;41;34;45;73;42;69;74;76;1;82;24;68;7;30;14;95;(9-5);10;Córdoba;Tierralta;Caribe;MedioSinú;4663691,381000;2463898,482000;TIERRALTA [13030010];CABECERA;
24076;13035010;PUERTONUEVO;29;84;47;77;33;100;39;75;94;73;39;40;81;49;63;82;65;35;52;100;88;51;30;97;0;0;6;55;39;25;46;9;79;68;33;63;49;5;83;89;89;19;5;28;89;21;48;48;45;29;39;62;33;(8-4);15;Córdoba;Tierralta;Caribe;AltoSinúUrrá;4638088,361000;2437903,562000;PUERTO NUEVO [13035010];REPRESA DE URRA;
13076;13035501;AEROPUERTOLOSGARZONES;16;22;24;58;54;77;76;44;57;100;63;3;69;11;2;6;37;88;34;33;3;14;19;46;63;29;69;13;64;97;44;87;67;18;97;100;26;96;8;51;1;44;39;52;69;46;99;29;82;79;76;98;80;(10-5);28;Córdoba;Montería;Caribe;BajoSinú;4689334,150000;2534431,891000;AEROPUERTO LOS GARZONES [13035501];CORREGIMIENTO MATEO GOMEZ;
24517;13040010;QUIMARI;83;87;78;68;61;26;2;7;93;88;44;20;50;38;20;60;53;27;84;22;67;50;45;1;31;10;94;78;26;86;9;16;2;47;86;34;34;20;90;29;57;60;66;89;99;83;89;65;15;39;100;45;49;(9-4);2;Córdoba;Tierralta;Caribe;AltoSinúUrrá;4632675,822000;2450861,340000;QUIMARI [13040010];GUASIMO;
24402;13040030;PEZVAL;24;94;16;30;25;48;11;31;54;27;71;36;87;40;60;73;43;83;58;69;92;14;10;91;94;46;98;40;6;23;64;38;81;24;66;93;70;74;79;80;22;96;28;6;20;60;4;46;26;75;86;82;55;(9-5);10;Córdoba;Valencia;Caribe;MedioSinú;4650955,042000;2472359,452000;PEZVAL [13040030];INCORA EL FARO;
24301;13045010;JARAGUAY;87;14;71;35;65;32;47;87;3;64;87;88;86;96;72;82;96;22;24;4;6;63;21;44;45;99;78;61;84;47;57;4;85;87;43;56;33;24;13;57;97;64;27;37;87;19;67;18;85;38;80;15;27;(9-5);10;Córdoba;Valencia;Caribe;MedioSinú;4660449,908000;2476465,801000;JARAGUAY [13045010];PESCADO ABAJO;
13758;13050010;SANTALUCIA;39;81;51;85;27;83;95;4;100;32;7;41;85;34;38;18;44;40;40;52;62;85;52;65;94;65;16;72;98;78;19;48;86;51;17;34;45;27;44;50;54;3;30;100;90;68;54;20;36;2;31;79;93;(10-5);28;Córdoba;Montería;Caribe;BajoSinú;4665126,126000;2537143,135000;SANTA LUCIA [13050010];SANTA LUCIA;
13808;13050020;SANTACRUZHACIENDA;1;6;86;65;66;45;25;41;65;1;51;35;36;74;16;43;75;52;2;55;99;78;84;31;14;15;9;22;32;55;40;38;35;78;58;64;67;93;96;98;4;67;35;20;40;39;43;83;76;69;98;51;84;(10-5);28;Córdoba;Montería;Caribe;BajoSinú;4656306,976000;2517171,398000;SANTA CRUZ HACIENDA [13050020];TENERIFE;
13726;13050030;LOMAVERDE;42;36;48;44;32;85;80;66;39;50;6;56;90;63;66;5;11;93;96;37;49;19;32;49;36;79;45;48;39;91;95;78;89;82;8;11;31;16;11;24;53;20;94;59;80;94;87;10;67;33;74;13;94;(9-5);10;Córdoba;Montería;Caribe;BajoSinú;4650495,869000;2498895,638000;LOMA VERDE [13050030];LOMA VERDE;
13832;13050040;TRESPIEDRAS;93;87;2;70;84;63;19;70;2;100;70;19;25;5;44;13;53;43;22;100;12;83;82;50;99;58;8;80;94;42;76;11;34;93;62;14;58;32;47;89;32;98;98;79;13;37;22;27;17;69;36;52;7;(9-5);10;Córdoba;Montería;Caribe;MedioSinú;4673434,341000;2492965,549000;TRES PIEDRAS [13050040];CURRAYAO;
13744;13055010;VORAGINELA;12;23;9;6;93;3;29;87;37;8;20;64;29;61;34;76;64;45;86;63;66;17;13;2;6;9;49;15;56;97;25;65;71;55;50;66;83;88;90;5;18;61;26;27;30;73;60;52;68;38;91;94;12;(10-5);28;Córdoba;Montería;Caribe;BajoSinú;4666219,645000;2509621,029000;VORAGINE LA [13055010];EL GUINEO;
13696;13055030;GALAN;26;39;4;48;41;54;25;40;67;74;57;80;53;97;97;88;81;20;36;14;20;9;53;39;60;59;29;79;70;60;73;70;97;0;89;59;72;65;61;41;81;34;65;76;72;21;58;94;33;74;54;97;58;(10-5);28;Córdoba;Montería;Caribe;MedioSinú;4672970,442000;2516115,497000;GALAN [13055030];JARAQUIEL;
13829;13060010;SANANTERITO;100;58;48;58;81;95;61;90;57;95;25;14;31;98;40;28;47;60;30;43;70;63;74;61;95;84;77;29;63;27;94;35;22;4;52;7;73;99;39;80;85;75;31;68;38;88;7;56;9;52;32;47;87;(10-5);28;Córdoba;Montería;Caribe;MedioSinú;4685151,333000;2504803,409000;SAN ANTERITO [13060010];SAN ANTERITO;
13773;13060020;BUENOSAIRES;0;99;98;79;58;62;25;18;8;48;28;27;51;36;6;31;59;92;41;7;71;88;91;10;32;30;16;39;12;48;71;30;40;53;16;93;12;88;35;18;51;15;5;75;59;42;55;51;73;1;68;88;97;(9-5);10;Córdoba;Montería;Caribe;MedioSinú;4695640,403000;2495660,380000;BUENOS AIRES [13060020];BUENOS AIRES;
24314;13060030;CARAMELO;0;33;29;41;12;11;88;32;75;40;54;97;72;5;69;82;21;0;91;23;34;54;20;34;31;52;95;48;64;57;6;71;25;39;9;32;36;43;56;50;77;66;59;11;35;5;92;92;13;70;49;90;95;(9-5);10;Córdoba;Tierralta;Caribe;MedioSinú;4680200,552000;2472566,820000;CARAMELO [13060030];CARAMELO;
13707;13065010;TORPEZALA;2;15;92;78;79;93;56;9;86;4;19;86;35;55;4;74;10;58;72;38;92;28;85;97;68;14;88;84;6;93;70;27;50;47;32;87;53;70;73;100;86;82;95;5;7;30;53;12;22;32;59;52;16;(9-5);10;Córdoba;Montería;Caribe;MedioSinú;4673420,310000;2491121,339000;TORPEZA LA [13065010];TRES PIEDRAS;
13887;13065020;MARACAYO;100;96;16;77;12;9;96;45;89;68;8;48;90;6;76;52;66;93;61;0;81;68;48;88;30;25;86;65;31;97;48;63;3;83;73;3;63;33;36;12;20;34;76;30;45;46;63;62;86;69;66;16;74;(9-5);10;Córdoba;Montería;Caribe;MedioSinú;4682949,683000;2488468,128000;MARACAYO [13065020];MARACAYO;
28146;13070010;LIMONEL;0;32;6;26;48;72;46;24;67;57;89;66;56;69;12;14;6;82;51;26;6;46;100;69;55;64;49;68;16;10;86;26;82;17;51;24;71;10;67;53;57;97;53;66;8;88;98;84;6;6;90;56;88;(11-5);13;Córdoba;SanBernardoDelViento;Caribe;BajoSinú;4677425,486000;2590990,921000;LIMON EL [13070010];SIN DEFINIR;
27992;13070020;MOMIL;100;80;64;47;70;70;3;91;5;73;25;15;19;47;13;43;29;59;73;46;72;88;53;4;48;24;22;15;81;85;64;28;48;75;43;57;60;60;29;58;96;13;65;43;10;28;16;23;72;42;39;63;90;(11-6);5;Córdoba;Momil;Caribe;BajoSinú;4704752,494000;2579524,957000;MOMIL [13070020];SIN DEFINIR;
27793;13070030;SABANANUEVA;100;37;2;13;9;33;6;43;8;23;50;20;40;63;62;83;49;90;66;86;22;91;3;93;48;45;68;65;38;51;95;69;97;79;91;8;95;28;78;48;47;27;31;36;77;79;58;71;41;77;17;58;50;(11-5);13;Córdoba;SanPelayo;Caribe;BajoSinú;4688608,715000;2557396,976000;SABANA NUEVA [13070030];BOCA LOPEZ;
12941;13070040;RABOLARGO;0;1;51;45;31;41;26;97;44;73;67;59;100;2;82;84;27;37;30;6;39;26;76;69;62;55;7;19;87;1;96;34;8;41;29;10;58;64;44;87;54;66;82;75;14;44;21;6;91;40;100;23;97;(10-5);28;Córdoba;Cereté;Caribe;BajoSinú;4698533,511000;2548168,657000;RABOLARGO [13070040];CORREGIMIENTO DE RABOLARGO;
0;13070050;CERETE;21;65;31;9;81;77;90;64;10;15;95;34;3;37;44;20;90;16;57;70;66;15;73;22;9;5;42;100;22;45;18;61;25;78;48;62;4;42;86;75;82;2;98;24;3;7;57;28;42;38;24;75;91;(10-5);28;Córdoba;Cereté;Caribe;BajoSinú;4693667,298000;2541535,833000;CERETE [13070050];;
13747;13070070;BOCADELACEIBA;0;0;94;8;79;28;99;11;68;4;57;24;53;65;33;74;41;61;8;100;13;32;8;60;26;55;22;38;85;80;73;66;80;94;12;89;95;79;35;37;17;20;59;53;46;61;28;92;78;0;61;68;98;(10-5);28;Córdoba;Montería;Caribe;BajoSinú;4685929,061000;2534909,638000;BOCA DE LA CEIBA [13070070];LA CEIBA;
28169;13070080;SIGLOEL;100;32;48;1;42;64;61;60;57;41;70;89;92;74;85;27;91;47;20;64;63;59;72;34;91;2;77;89;84;94;26;2;72;96;48;52;16;71;36;56;69;66;99;69;82;24;78;28;85;96;5;18;31;(10-6);13;Córdoba;CiénagaDeOro;Caribe;BajoSinú;4717871,296000;2547961,559000;SIGLO EL [13070080];VEREDA EGIPTO;
0;13070090;SANCARLOS;0;69;72;65;65;60;96;2;4;96;89;54;4;37;48;27;67;67;91;98;67;7;0;93;56;60;39;6;32;56;0;80;33;47;87;33;73;92;75;19;58;14;89;80;59;13;29;29;35;62;59;45;96;(10-6);13;Córdoba;SanCarlos;Caribe;BajoSinú;4702923,998000;2530428,270000;SAN CARLOS [13070090];;
28165;13070100;SANTAROSA;0;32;63;15;8;100;35;21;18;41;38;66;36;49;88;75;17;84;4;91;24;46;43;42;30;38;61;70;57;51;63;20;73;13;79;96;22;12;18;94;50;62;33;43;62;53;96;61;63;43;80;13;96;(10-6);13;Córdoba;SanCarlos;Caribe;BajoSinú;4713887,623000;2524880,815000;SANTA ROSA [13070100];SANTA ROSA;
28163;13070110;CARRIZAL;8;26;2;82;22;34;57;42;87;76;89;56;95;20;30;4;37;50;38;69;45;51;78;94;59;74;54;33;87;17;2;72;51;27;31;58;26;67;54;43;12;29;100;83;51;30;60;26;98;94;43;77;98;(10-5);28;Córdoba;SanCarlos;Caribe;BajoSinú;4697098,224000;2518453,954000;CARRIZAL [13070110];CIENAGITA;
28162;13070120;CALLEMAR;0;37;81;47;87;90;93;80;90;11;65;18;88;55;42;83;58;89;54;98;7;92;14;0;100;40;35;31;18;38;22;34;77;43;81;47;90;80;76;14;65;98;20;100;13;6;10;50;14;57;0;42;95;(10-6);13;Córdoba;SanCarlos;Caribe;BajoSinú;4705449,178000;2520115,116000;CALLEMAR [13070120];TREMENTINO;
13683;13070130;CALIFORNIA;100;0;16;70;49;79;55;14;13;6;18;96;76;65;5;72;98;4;81;60;90;16;48;99;78;55;71;38;54;80;85;70;94;72;96;27;4;10;37;51;27;34;22;54;37;61;75;18;98;81;78;77;52;(10-5);28;Córdoba;Montería;Caribe;BajoSinú;4688396,723000;2529736,461000;CALIFORNIA [13070130];EL TAPAO;
13026;13070140;COROZA1;100;52;31;51;17;60;54;87;99;69;82;36;11;19;9;36;53;29;62;12;66;79;75;61;72;92;7;89;88;89;8;42;17;48;13;64;41;60;74;41;69;68;79;79;72;85;88;81;33;62;27;94;54;(10-5);28;Córdoba;Cereté;Caribe;BajoSinú;4697609,075000;2535199,873000;COROZA 1 [13070140];CORREGIMIENTO MARTINEZ;
